House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6,Powell Dam,Kyle,Powell,41,Head,Married,Male,Midwife,None,Christian
6,Powell Dam,Brenda,Powell,34,Wife,Married,Female,Adult guidance worker,None,Christian
6,Powell Dam,Alexander,Powell,53,Cousin,Single,Male,Bonds trader,None,None
6,Powell Dam,Jack,Ball,47,Cousin,Divorced,Male,"Embryologist, clinical",None,Christian
7,Powell Dam,Kimberley,Harvey,52,Head,Married,Female,Merchant navy officer,None,Methodist
7,Powell Dam,Nicholas,Harvey,54,Husband,Married,Male,Furniture conservator/restorer,None,None
8,Powell Dam,Bethany,Grant,45,Head,Married,Female,Aeronautical engineer,None,None
8,Powell Dam,Henry,Grant,51,Husband,Married,Male,"Engineer, aeronautical",None,None
8,Powell Dam,Suzanne,Grant,14,Daughter,NA,Female,Student,None,NA
9,Powell Dam,Josephine,Parsons,29,Head,Divorced,Female,Unemployed,None,Sikh
9,Powell Dam,Anthony,Robinson,32,Sibling,Single,Male,Haematologist,None,None
9,Powell Dam,William,Frost,44,Sibling,Single,Male,"Surveyor, building",None,Christian
9,Powell Dam,Ann,Akhtar,42,Lodger,Divorced,Female,Passenger transport manager,None,Christian
10,Powell Dam,Brandon,Chapman,64,Head,Single,Male,Analytical chemist,None,None
10,Powell Dam,Sarah,Hayward,48,None,Single,Female,"Nurse, mental health",None,Catholic
11,Powell Dam,Janet,Harper,44,Head,Married,Female,Environmental manager,None,Catholic
11,Powell Dam,Sam,Harper,45,Husband,Married,Male,Animator,None,None
11,Powell Dam,Rosie,Harper,19,Daughter,Single,Female,University Student,None,Catholic
11,Powell Dam,Carol,Harper,19,Daughter,Single,Female,University Student,None,Catholic
11,Powell Dam,Victor,Harper,17,Son,NA,Male,Student,None,NA
11,Powell Dam,Emma,Harper,15,Daughter,NA,Female,Student,None,NA
12,Powell Dam,Sian,Powell,52,Head,Married,Female,Chief Technology Officer,None,Christian
12,Powell Dam,Kieran,Powell,52,Husband,Married,Male,Ceramics designer,None,Christian
12,Powell Dam,Jonathan,Powell,22,Son,Single,Male,University Student,None,None
12,Powell Dam,Tom,Powell,6,Son,NA,Male,Student,None,NA
13,Powell Dam,Jade,Morrison,59,Head,Single,Female,Environmental health practitioner,None,Methodist
13,Powell Dam,Craig,Turner,21,None,Single,Male,University Student,None,Catholic
13,Powell Dam,Claire,Booth,56,None,Single,Female,Consulting civil engineer,None,Christian
13,Powell Dam,Alice,Taylor,55,None,Single,Female,Building surveyor,None,None
14,Powell Dam,Dorothy,Pearson,83,Head,Married,Female,Retired Public house manager,None,Christian
14,Powell Dam,Dennis,Pearson,86,Husband,Married,Male,"Retired Engineer, drilling",None,Christian
14,Powell Dam,Maurice,Pearson,22,Grandson,Single,Male,University Student,None,Christian
14,Powell Dam,Lewis,Hughes-Pearson,19,Grandson,Single,Male,University Student,None,Christian
15,Powell Dam,Yvonne,Chadwick,18,Head,Single,female,University Student,None,None
15,Powell Dam,Gareth,Smith,26,None,Single,Male,PhD Student,None,Christian
15,Powell Dam,Joe,Pearson,18,None,Single,Male,University Student,None,None
15,Powell Dam,Simon,Thorpe,18,None,Single,Male,University Student,None,Christian
16,Powell Dam,Elaine,Collins,35,Head,Single,Female,"Restaurant manager, fast food",None,None
16,Powell Dam,Robin,Collins,9,Son,NA,Male,Student,None,NA
16,Powell Dam,Owen,Collins,9,Son,NA,Male,Student,None,NA
16,Powell Dam,Louise,Collins,6,Daughter,NA,Female,Student,None,NA
17,Powell Dam,Sean,Evans,56,Head,Single,Male,Oncologist,None,Christian
17,Powell Dam,Kayleigh,Reed,18,None,Single,Female,Student,None,NA
17,Powell Dam,Hazel,Hussain,57,None,Single,Female,Freight forwarder,None,Catholic
17,Powell Dam,Sean,James,28,None,Single,Male,Unemployed,None,Christian
18,Powell Dam,Wendy,Allen,70,Head,Married,Female,"Retired Civil engineer, consulting",None,Christian
18,Powell Dam,Josh,Allen,71,Husband,Married,Male,"Retired Secretary, company",None,Christian
18,Powell Dam,Robert,Wilkinson,21,Grandson,Single,Male,University Student,None,None
18,Powell Dam,Debra,Wilkinson,19,Granddaughter,Single,Female,University Student,None,None
19,Powell Dam,Jamie,Sharp,44,Head,Married,Male,Chartered public finance accountant,None,Christian
19,Powell Dam,Julia,Sharp,39,Wife,Married,Female,Architectural technologist,None,Christian
19,Powell Dam,Hugh,Rees-Sharp,9,Son,NA,Male,Student,None,NA
19,Powell Dam,Jodie,Rees-Sharp,5,Daughter,NA,Female,Student,None,NA
20,Powell Dam,Rebecca,Lee,37,Head,Single,Female,Commercial horticulturist,None,Christian
20,Powell Dam,Jayne,Lee,50,Cousin,Single,Female,"Lecturer, further education",None,Christian
21,Powell Dam,Emma,Smart,71,Head,Widowed,Female,Retired Proofreader,None,Christian
21,Powell Dam,Katy,Smart,42,Daughter,Single,Female,Immunologist,None,None
21,Powell Dam,Jack,Smart,40,Son,Divorced,Male,"Scientist, audiological",None,None
21,Powell Dam,Lynne,Smart,40,Daughter,Single,Female,Comptroller,None,Christian
21,Powell Dam,Josh,Gordon-Smart,37,Son,Single,Male,Chief Marketing Officer,None,Christian
21,Powell Dam,Lawrence,Gordon-Smart,33,Son,Divorced,Male,"Designer, multimedia",None,None
22,Powell Dam,Karen,Webb,50,Head,Divorced,Female,"Presenter, broadcasting",None,Catholic
23,Powell Dam,Frederick,Osborne,61,Head,Single,Male,"Editor, commissioning",None,None
24,Powell Dam,Charlotte,Marshall,32,Head,Single,Female,"Administrator, Civil Service",None,Sikh
24,Powell Dam,Aaron,Smith,34,Partner,Single,Male,Airline pilot,None,Sikh
24,Powell Dam,Marcus,Marshall,0,Son,NA,Male,Child,None,NA
24,Powell Dam,Kieran,Sanderson,49,Lodger,Single,Male,Geophysical data processor,None,None
25,Powell Dam,Frank,Palmer,68,Head,Widowed,Male,Unemployed,None,None
25,Powell Dam,Bethany,Palmer,36,Daughter,Single,Female,"Research officer, government",None,None
26,Powell Dam,Carolyn,Wilson,30,Head,Single,Female,Interior and spatial designer,None,None
27,Powell Dam,Adrian,Jones,39,Head,Married,Male,"Surveyor, rural practice",None,None
27,Powell Dam,Carolyn,Jones,35,Wife,Married,Female,"Teacher, adult education",None,None
27,Powell Dam,Jade,Jones,7,Step-Daughter,NA,Female,Student,None,NA
27,Powell Dam,Georgia,Andrews,4,Step-Daughter,NA,Female,Child,None,NA
28,Powell Dam,Leanne,Williams,46,Head,Single,Female,Electronics engineer,None,Catholic
28,Powell Dam,Lindsey,Roberts,40,None,Single,Female,"Solicitor, Scotland",Deaf,None
28,Powell Dam,Samuel,Wright,32,None,Single,Male,Engineering geologist,None,Catholic
29,Powell Dam,Holly,Hussain,37,Head,Single,Female,Forest/woodland manager,None,None
30,Powell Dam,Katherine,Jones,48,Head,Married,Female,Haematologist,None,Christian
30,Powell Dam,Gregory,Jones,55,Husband,Married,Male,Operational researcher,None,Christian
30,Powell Dam,Brett,Jones,19,Son,Single,Male,University Student,None,Christian
30,Powell Dam,Toby,Jones,17,Son,NA,Male,Student,None,NA
31,Powell Dam,Holly,Smith,49,Head,Married,Female,"Engineer, electronics",None,Christian
31,Powell Dam,Vincent,Smith,51,Husband,Married,Male,Automotive engineer,None,Christian
31,Powell Dam,Daniel,Smith,16,Son,NA,Male,Student,None,NA
31,Powell Dam,Megan,Smith,10,Adopted Daughter,NA,Female,Student,None,NA
31,Powell Dam,Abbie,Smith,10,Daughter,NA,Female,Student,None,NA
31,Powell Dam,Martin,Smith,9,Son,NA,Male,Student,None,NA
32,Powell Dam,Kerry,Harris,39,Head,Married,Female,Veterinary surgeon,None,None
32,Powell Dam,Toby,Harris,40,Husband,Married,Male,Sports therapist,None,None
32,Powell Dam,Holly,Harris,5,Daughter,NA,Female,Student,None,NA
32,Powell Dam,Leanne,Harris,3,Daughter,NA,Female,Child,None,NA
32,Powell Dam,Lauren,Graham,60,Visitor,Single,Female,Adult nurse,None,None
33,Powell Dam,Chloe,Johnson,68,Head,Married,Female,Retired Newspaper journalist,None,Christian
33,Powell Dam,Lawrence,Johnson,70,Husband,Married,Male,Retired Office manager,None,None
33,Powell Dam,Sara,Moore,33,Daughter,Divorced,Female,Corporate treasurer,None,Christian
33,Powell Dam,Tracy,Moore,31,Daughter,Divorced,Female,Operations geologist,None,Christian
33,Powell Dam,Joel,Moore,31,Son,Single,Male,"Sales professional, IT",None,Christian
34,Powell Dam,Joel,Stanley,45,Head,Married,Male,Unemployed,None,Christian
34,Powell Dam,Victoria,Stanley,45,Wife,Married,Female,Diplomatic Services operational officer,None,Christian
34,Powell Dam,Shirley,Wallis,12,Granddaughter,NA,Female,Student,None,NA
34,Powell Dam,Derek,Hamilton,11,Grandson,NA,Male,Student,None,NA
34,Powell Dam,Jeffrey,Harvey,7,Grandson,NA,Male,Student,None,NA
35,Powell Dam,Sara,Bradley,53,Head,Married,Female,"Physicist, medical",None,None
35,Powell Dam,James,Bradley,57,Husband,Married,Male,Nature conservation officer,None,None
35,Powell Dam,Arthur,Bradley,15,Son,NA,Male,Student,None,NA
36,Powell Dam,Ashleigh,Barnes,63,Head,Married,Female,Early years teacher,None,Christian
36,Powell Dam,Gavin,Barnes,57,Husband,Married,Male,Geophysicist/field seismologist,None,Christian
36,Powell Dam,Annette,Barnes,32,Daughter,Divorced,Female,"Development worker, community",None,Christian
36,Powell Dam,Beth,Barnes,29,Daughter,Single,Female,Equality and diversity officer,None,None
37,Powell Dam,Hazel,Jones,47,Head,Married,Female,Learning disability nurse,None,Catholic
37,Powell Dam,Damian,Jones,56,Husband,Married,Male,"Engineer, maintenance",None,None
37,Powell Dam,Sean,Jones,18,Son,Divorced,Male,Student,None,None
37,Powell Dam,Iain,Jones,17,Son,NA,Male,Student,None,NA
38,Powell Dam,Georgia,Clark,28,Head,Married,Female,Environmental health practitioner,None,Catholic
38,Powell Dam,Stewart,Clark,27,Husband,Married,Male,Horticultural consultant,None,Catholic
38,Powell Dam,Brenda,Clark,1,Daughter,NA,Female,Child,None,NA
38,Powell Dam,Bethan,Brown,20,Lodger,Single,Female,University Student,None,None
39,Powell Dam,Harriet,Newton,84,Head,Single,Female,Retired Actuary,None,None
39,Powell Dam,Tracey,Smith-Newton,22,Granddaughter,Single,Female,University Student,None,None
39,Powell Dam,William,Smith-Newton,19,Grandson,Single,Male,University Student,None,None
39,Powell Dam,Diane,Smith-Newton,17,Granddaughter,NA,Female,Student,None,NA
40,Powell Dam,Alexandra,McCarthy,30,Head,Single,Female,Information officer,None,Christian
40,Powell Dam,Leah,Lane,56,None,Single,Female,"Engineer, civil (contracting)",None,Christian
40,Powell Dam,Paige,Barrett,41,None,Single,Female,"Therapist, music",None,Catholic
40,Powell Dam,Dawn,Clark,56,None,Divorced,Female,Materials engineer,None,None
40,Powell Dam,Olivia,Walters,47,None,Single,Female,Engineering geologist,None,Catholic
40,Powell Dam,Jade,Patel,35,None,Single,Female,Unemployed,None,None
41,Powell Dam,Samuel,Davies,19,Head,Single,Male,Financial manager,None,Christian
42,Powell Dam,Sharon,Shaw,39,Head,Married,Female,Probation officer,None,Catholic
42,Powell Dam,Mathew,Shaw,41,Husband,Married,Male,Osteopath,None,None
42,Powell Dam,Shannon,Shaw,2,Adopted Daughter,NA,Female,Child,None,NA
42,Powell Dam,Derek,Shaw,2,Son,NA,Male,Child,None,NA
42,Powell Dam,Tom,Shaw,1,Son,NA,Male,Child,None,NA
43,Powell Dam,Beverley,Thomas,86,Head,Widowed,Female,Retired Surgeon,None,None
44,Powell Dam,Natalie,Bibi,46,Head,Single,Female,Financial risk analyst,None,Christian
44,Powell Dam,Kyle,Bibi,10,Son,NA,Male,Student,None,NA
44,Powell Dam,Stewart,Bibi,7,Son,NA,Male,Student,None,NA
44,Powell Dam,Julian,Bibi,7,Son,NA,Male,Student,None,NA
44,Powell Dam,Raymond,Bibi,3,Son,NA,Male,Child,None,NA
1,Gill Extensions,Jade,Dean,38,Head,Single,Female,Economist,None,Catholic
1,Gill Extensions,Guy,Martin,59,None,Single,Male,Unemployed,None,Christian
2,Gill Extensions,Fiona,Cole,39,Head,Married,Female,Health service manager,None,Christian
2,Gill Extensions,Roger,Cole,40,Husband,Married,Male,Trade mark attorney,None,Christian
2,Gill Extensions,Maria,Gould-Cole,12,Daughter,NA,Female,Student,None,NA
2,Gill Extensions,Martin,Gould-Cole,8,Son,NA,Male,Student,None,NA
3,Gill Extensions,Julia,Holmes,36,Head,Married,Female,"Designer, exhibition/display",None,None
3,Gill Extensions,Carl,Holmes,35,Husband,Married,Male,Event organiser,None,None
3,Gill Extensions,Clare,Holmes,10,Daughter,NA,Female,Student,None,NA
3,Gill Extensions,Nicole,Holmes,7,Daughter,NA,Female,Student,None,NA
4,Gill Extensions,Harriet,Weston,48,Head,Single,F,Unemployed,None,Catholic
4,Gill Extensions,Kirsty,Weston,12,Daughter,NA,Female,Student,None,NA
4,Gill Extensions,Darren,Weston,8,Son,NA,Male,Student,None,NA
4,Gill Extensions,Peter,Patel-Weston,7,Son,NA,Male,Student,None,NA
5,Gill Extensions,Harry,Potter,51,Head,Married,Male,"Therapist, sports",None,None
5,Gill Extensions,Michelle,Potter,49,Wife,Married,female,Health and safety adviser,None,None
5,Gill Extensions,Jemma,Potter,13,Daughter,NA,Female,Student,None,NA
5,Gill Extensions,Abbie,Potter,9,Daughter,NA,Female,Student,None,NA
5,Gill Extensions,Yvonne,Potter,5,Daughter,NA,Female,Student,None,NA
5,Gill Extensions,Duncan,Potter,1,Son,NA,Male,Child,None,NA
6,Gill Extensions,Kirsty,Thompson,41,Head,Married,Female,Naval architect,None,Christian
6,Gill Extensions,Craig,Thompson,43,Husband,Married,Male,"Civil engineer, contracting",None,Christian
6,Gill Extensions,Eileen,Thompson,24,Daughter,Divorced,Female,Equities trader,None,Christian
6,Gill Extensions,Diana,Thompson,0,Daughter,NA,Female,Child,None,NA
1,Lomondfold Avenue,Frederick,Jackson,48,Head,Single,Male,Theatre manager,None,Catholic
2,Lomondfold Avenue,Bethany,Higgins,44,Head,Single,Female,"Therapist, sports",None,None
2,Lomondfold Avenue,Howard,Chan,50,Partner,Single,Male,"Administrator, education",None,None
3,Lomondfold Avenue,Gemma,West,40,Head,Single,Female,"Therapist, nutritional",None,Christian
4,Lomondfold Avenue,Sharon,Rose,40,Head,Single,Female,IT technical support officer,None,Catholic
5,Lomondfold Avenue,Jack,Taylor,32,Head,Single,Male,"Radiographer, diagnostic",None,Christian
5,Lomondfold Avenue,Emma,Jones,30,Partner,Single,female,Television camera operator,None,Christian
6,Lomondfold Avenue,Helen,Ryan,29,Head,Single,Female,IT technical support officer,None,Catholic
7,Lomondfold Avenue,Ross,Edwards,28,Head,Divorced,Male,"Teacher, music",None,Catholic
8,Lomondfold Avenue,Abigail,Saunders,62,Head,Married,Female,"Production assistant, television",None,Christian
8,Lomondfold Avenue,Roger,Saunders,60,Husband,Married,Male,"Surveyor, commercial/residential",None,Christian
8,Lomondfold Avenue,Patrick,Saunders,36,Son,Single,Male,Biomedical engineer,None,None
9,Lomondfold Avenue,Sandra,Harper,71,Head,Married,Female,Retired Warden/ranger,None,Christian
9,Lomondfold Avenue,Henry,Harper,74,Husband,Married,Male,Retired Food technologist,None,Christian
10,Lomondfold Avenue,Owen,O'Connor,60,Head,Single,Male,"Engineer, petroleum",None,Christian
10,Lomondfold Avenue,Joyce,Green,66,Partner,Single,Female,Health physicist,None,Christian
11,Lomondfold Avenue,Lucy,Gill,57,Head,Single,Female,"Horticulturist, commercial",None,None
12,Lomondfold Avenue,Katy,Douglas,29,Head,Single,Female,Secretary/administrator,None,Sikh
13,Lomondfold Avenue,Damien,Palmer,22,Head,Single,Male,Learning mentor,None,None
14,Lomondfold Avenue,Paige,Macdonald,22,Head,Single,Female,University Student,None,Christian
15,Lomondfold Avenue,John,Webster,67,Head,Divorced,Male,Associate Professor,None,Christian
16,Lomondfold Avenue,Carl,Law,32,Head,Single,Male,"Biochemist, clinical",None,None
17,Lomondfold Avenue,Kerry,Wilson,36,Head,Single,Female,Seismic interpreter,None,Catholic
17,Lomondfold Avenue,Harry,Parker,40,Partner,Single,Male,Building services engineer,None,Catholic
18,Lomondfold Avenue,Lee,Davis,75,Head,Married,Male,Retired Best boy,None,Methodist
18,Lomondfold Avenue,Suzanne,Davis,72,Wife,Married,Female,Retired Manufacturing systems engineer,None,Methodist
19,Lomondfold Avenue,Alexandra,Patel,18,Head,Single,Female,Student,None,NA
19,Lomondfold Avenue,Henry,Norris,22,Partner,Single,Male,University Student,None,NA
20,Lomondfold Avenue,Justin,Taylor,71,Head,D,Male,Retired Marine scientist,None,None
21,Lomondfold Avenue,Kieran,Day,60,Head,Single,Male,"Teacher, early years/pre",None,Christian
21,Lomondfold Avenue,Lydia,Wilkinson,58,None,Single,Female,Lexicographer,None,Catholic
22,Lomondfold Avenue,Jodie,Griffin,61,Head,Married,Female,Structural engineer,None,Christian
22,Lomondfold Avenue,Callum,Griffin,57,Husband,Married,Male,Unemployed,None,Christian
22,Lomondfold Avenue,Dale,Griffin,31,Son,Single,Male,"Journalist, magazine",None,Christian
23,Lomondfold Avenue,Katie,Cooper,71,Head,Single,Female,Retired Equities trader,None,Methodist
24,Lomondfold Avenue,Carly,Chambers,87,Head,Widowed,Female,Retired Biomedical scientist,None,Christian
25,Lomondfold Avenue,Heather,Hill,65,Head,Widowed,Female,Gaffer,None,Christian
26,Lomondfold Avenue,Annette,Wilson,45,Head,Married,Female,Unemployed,None,Catholic
26,Lomondfold Avenue,Leigh,Wilson,39,Husband,Married,Male,Trading standards officer,None,None
26,Lomondfold Avenue,Janet,Winter,16,Daughter,NA,Female,Student,None,NA
27,Lomondfold Avenue,Eleanor,Rogers,48,Head,Married,Female,"Designer, industrial/product",None,None
27,Lomondfold Avenue,Andrew,Rogers,50,Husband,Married,Male,Patent attorney,None,None
28,Lomondfold Avenue,Carole,Smith,46,Head,Single,Female,Meteorologist,None,Christian
28,Lomondfold Avenue,Leigh,Smith,17,Son,NA,Male,Student,None,NA
1,Fornax Avenue,Diana,Ellis,48,Head,Single,Female,Associate Professor,None,Christian
1,Fornax Avenue,Bryan,Austin,50,Partner,Single,Male,Information officer,None,Christian
2,Fornax Avenue,Lorraine,Fox,46,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
2,Fornax Avenue,Elliott,Fox,19,Son,Divorced,Male,University Student,None,Christian
2,Fornax Avenue,Kyle,Fox,16,Son,NA,Male,Student,None,NA
2,Fornax Avenue,Carolyn,Fox,12,Daughter,NA,Female,Student,None,NA
3,Fornax Avenue,Douglas,Newton,42,Head,Single,Male,Database administrator,None,Catholic
4,Fornax Avenue,Jasmine,Carr,41,Head,Single,Female,"Psychologist, forensic",None,None
4,Fornax Avenue,Neil,Jones,45,Partner,Single,Male,Unemployed,None,None
5,Fornax Avenue,Frank,Ward,29,Head,Married,M,Corporate treasurer,None,None
5,Fornax Avenue,Kathryn,Ward,24,Wife,Married,Female,"Therapist, sports",None,None
6,Fornax Avenue,Vincent,Scott,45,Head,Single,male,Unemployed,None,Christian
7,Fornax Avenue,Marcus,Hunt,58,Head,Divorced,Male,Facilities manager,None,Christian
8,Fornax Avenue,Eileen,Thompson,59,Head,Single,Female,Armed forces logistics/support/administrative officer,None,None
9,Fornax Avenue,Brenda,Bailey,65,Head,Single,Female,"Scientist, research (life sciences)",None,None
10,Fornax Avenue,Mark,Martin,43,Head,Single,Male,Research scientist (physical sciences),None,Christian
11,Fornax Avenue,Mitchell,White,57,Head,Married,Male,Dancer,None,Christian
11,Fornax Avenue,Rachel,White,57,Wife,Married,Female,Leisure centre manager,None,None
12,Fornax Avenue,Amelia,Jenkins,86.15361167,Head,Widowed,Female,Unemployed,None,Christian
